/home/et/miniconda3/envs/quantization/lib/python3.12/site-packages/transformers/utils/hub.py:124: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
  0%|          | 0/3 [00:00<?, ?it/s]WARNING - ignoring unknown parameter in quantize_config.json: quant_method.
INFO - The layer lm_head is not quantized.
Some weights of the model checkpoint at mistral-7b-instruct-v0.2-GPTQM2-Q4-GS512-DAF-TSF-RP2/gptq_model-4bit-512g.safetensors were not used when initializing MistralForCausalLM: set(). This may or may not be an issue - make sure that the checkpoint does not have unnecessary parameters, or that the model definition correctly corresponds to the checkpoint.

0it [00:00, ?it/s][A
1it [00:00,  1.53it/s][A
2it [00:01,  1.80it/s][A
5it [00:01,  5.46it/s][A
8it [00:01,  5.16it/s][A
11it [00:01,  7.69it/s][A
13it [00:02,  5.79it/s][A
16it [00:02,  8.16it/s][A
19it [00:02, 10.57it/s][A
22it [00:03,  8.76it/s][A
24it [00:03, 10.11it/s][A
27it [00:03, 12.51it/s][A
30it [00:03, 14.93it/s][A
33it [00:03, 17.05it/s][A
36it [00:03, 18.14it/s][A
39it [00:03, 19.61it/s][A
42it [00:04, 20.62it/s][A
45it [00:04, 22.12it/s][A
48it [00:04, 22.36it/s][A
51it [00:04, 23.89it/s][A
54it [00:04, 23.77it/s][A
57it [00:04, 23.20it/s][A
60it [00:04, 22.97it/s][A
63it [00:04, 23.38it/s][A
66it [00:05, 23.56it/s][A
69it [00:05, 22.71it/s][A
72it [00:05, 23.33it/s][A
75it [00:05, 22.64it/s][A
78it [00:05, 22.12it/s][A
81it [00:05, 22.30it/s][A
84it [00:05, 23.43it/s][A
87it [00:06, 23.48it/s][A
90it [00:06, 23.08it/s][A
93it [00:06, 23.06it/s][A
96it [00:06, 23.32it/s][A
99it [00:06, 23.89it/s][A
102it [00:06, 22.48it/s][A
105it [00:07, 12.17it/s][A
108it [00:07, 14.19it/s][A
111it [00:07, 16.23it/s][A
114it [00:07, 18.02it/s][A
117it [00:07, 19.24it/s][A
120it [00:07, 20.81it/s][A
123it [00:07, 21.88it/s][A
126it [00:08, 22.25it/s][A
129it [00:08, 22.44it/s][A
132it [00:08, 22.69it/s][A
135it [00:08, 22.37it/s][A
138it [00:08, 23.05it/s][A
141it [00:08, 23.24it/s][A
144it [00:08, 23.39it/s][A
147it [00:08, 23.15it/s][A
150it [00:09, 23.47it/s][A
153it [00:09, 23.11it/s][A
156it [00:09, 22.48it/s][A
159it [00:09, 22.40it/s][A
162it [00:09, 21.79it/s][A
165it [00:09, 22.56it/s][A
168it [00:09, 22.94it/s][A
171it [00:10, 22.27it/s][A
174it [00:10, 22.94it/s][A
177it [00:10, 23.32it/s][A
180it [00:10, 23.74it/s][A
183it [00:10, 23.35it/s][A
186it [00:10, 23.02it/s][A
189it [00:10, 22.64it/s][A
192it [00:10, 22.08it/s][A
195it [00:11, 22.73it/s][A
198it [00:11, 21.88it/s][A
201it [00:11, 21.77it/s][A0: ppl=tensor(3.3018, device='cuda:0')
1: ppl=tensor(4.0397, device='cuda:0')
2: ppl=tensor(2.9633, device='cuda:0')
3: ppl=tensor(3.0946, device='cuda:0')
4: ppl=tensor(3.3744, device='cuda:0')
5: ppl=tensor(3.8740, device='cuda:0')
6: ppl=tensor(4.6717, device='cuda:0')
7: ppl=tensor(3.4452, device='cuda:0')
8: ppl=tensor(3.9331, device='cuda:0')
9: ppl=tensor(3.1368, device='cuda:0')
10: ppl=tensor(3.5847, device='cuda:0')
11: ppl=tensor(3.7129, device='cuda:0')
12: ppl=tensor(3.8085, device='cuda:0')
13: ppl=tensor(3.8971, device='cuda:0')
14: ppl=tensor(4.6895, device='cuda:0')
15: ppl=tensor(3.6481, device='cuda:0')
16: ppl=tensor(3.9154, device='cuda:0')
17: ppl=tensor(4.1488, device='cuda:0')
18: ppl=tensor(4.7858, device='cuda:0')
19: ppl=tensor(3.4158, device='cuda:0')
20: ppl=tensor(4.3493, device='cuda:0')
21: ppl=tensor(3.7217, device='cuda:0')
22: ppl=tensor(3.6350, device='cuda:0')
23: ppl=tensor(3.2871, device='cuda:0')
24: ppl=tensor(3.5875, device='cuda:0')
25: ppl=tensor(4.9429, device='cuda:0')
26: ppl=tensor(4.7458, device='cuda:0')
27: ppl=tensor(3.6942, device='cuda:0')
28: ppl=tensor(4.3544, device='cuda:0')
29: ppl=tensor(4.2463, device='cuda:0')
30: ppl=tensor(3.8535, device='cuda:0')
31: ppl=tensor(5.3432, device='cuda:0')
32: ppl=tensor(4.3628, device='cuda:0')
33: ppl=tensor(3.9430, device='cuda:0')
34: ppl=tensor(4.1055, device='cuda:0')
35: ppl=tensor(4.1523, device='cuda:0')
36: ppl=tensor(4.6600, device='cuda:0')
37: ppl=tensor(4.3657, device='cuda:0')
38: ppl=tensor(4.3072, device='cuda:0')
39: ppl=tensor(4.0432, device='cuda:0')
40: ppl=tensor(4.1713, device='cuda:0')
41: ppl=tensor(3.9905, device='cuda:0')
42: ppl=tensor(4.3596, device='cuda:0')
43: ppl=tensor(4.4988, device='cuda:0')
44: ppl=tensor(3.9218, device='cuda:0')
45: ppl=tensor(3.9484, device='cuda:0')
46: ppl=tensor(4.4236, device='cuda:0')
47: ppl=tensor(5.1548, device='cuda:0')
48: ppl=tensor(4.1033, device='cuda:0')
49: ppl=tensor(4.4019, device='cuda:0')
50: ppl=tensor(4.2287, device='cuda:0')
51: ppl=tensor(4.4140, device='cuda:0')
52: ppl=tensor(4.4196, device='cuda:0')
53: ppl=tensor(4.2904, device='cuda:0')
54: ppl=tensor(4.2008, device='cuda:0')
55: ppl=tensor(4.1448, device='cuda:0')
56: ppl=tensor(4.6019, device='cuda:0')
57: ppl=tensor(4.7764, device='cuda:0')
58: ppl=tensor(4.5182, device='cuda:0')
59: ppl=tensor(4.2226, device='cuda:0')
60: ppl=tensor(4.6167, device='cuda:0')
61: ppl=tensor(4.4706, device='cuda:0')
62: ppl=tensor(4.3924, device='cuda:0')
63: ppl=tensor(5.0705, device='cuda:0')
64: ppl=tensor(4.8494, device='cuda:0')
65: ppl=tensor(4.7787, device='cuda:0')
66: ppl=tensor(4.6822, device='cuda:0')
67: ppl=tensor(4.3470, device='cuda:0')
68: ppl=tensor(4.3085, device='cuda:0')
69: ppl=tensor(4.9463, device='cuda:0')
70: ppl=tensor(5.3245, device='cuda:0')
71: ppl=tensor(4.2298, device='cuda:0')
72: ppl=tensor(4.6235, device='cuda:0')
73: ppl=tensor(4.2178, device='cuda:0')
74: ppl=tensor(4.5765, device='cuda:0')
75: ppl=tensor(4.3390, device='cuda:0')
76: ppl=tensor(4.6715, device='cuda:0')
77: ppl=tensor(4.6579, device='cuda:0')
78: ppl=tensor(5.2483, device='cuda:0')
79: ppl=tensor(5.2434, device='cuda:0')
80: ppl=tensor(4.5138, device='cuda:0')
81: ppl=tensor(4.9082, device='cuda:0')
82: ppl=tensor(4.2152, device='cuda:0')
83: ppl=tensor(4.9859, device='cuda:0')
84: ppl=tensor(4.8732, device='cuda:0')
85: ppl=tensor(4.7233, device='cuda:0')
86: ppl=tensor(4.4627, device='cuda:0')
87: ppl=tensor(4.5039, device='cuda:0')
88: ppl=tensor(4.7516, device='cuda:0')
89: ppl=tensor(4.9701, device='cuda:0')
90: ppl=tensor(4.5220, device='cuda:0')
91: ppl=tensor(4.5734, device='cuda:0')
92: ppl=tensor(4.8548, device='cuda:0')
93: ppl=tensor(4.7869, device='cuda:0')
94: ppl=tensor(4.5258, device='cuda:0')
95: ppl=tensor(5.2216, device='cuda:0')
96: ppl=tensor(5.0852, device='cuda:0')
97: ppl=tensor(4.4546, device='cuda:0')
98: ppl=tensor(4.7381, device='cuda:0')
99: ppl=tensor(4.8997, device='cuda:0')
100: ppl=tensor(5.1659, device='cuda:0')
101: ppl=tensor(4.8996, device='cuda:0')
102: ppl=tensor(5.1669, device='cuda:0')
103: ppl=tensor(5.2967, device='cuda:0')
104: ppl=tensor(4.7062, device='cuda:0')
105: ppl=tensor(4.9917, device='cuda:0')
106: ppl=tensor(4.7744, device='cuda:0')
107: ppl=tensor(4.9726, device='cuda:0')
108: ppl=tensor(5.0616, device='cuda:0')
109: ppl=tensor(4.5515, device='cuda:0')
110: ppl=tensor(5.2142, device='cuda:0')
111: ppl=tensor(5.0647, device='cuda:0')
112: ppl=tensor(4.9052, device='cuda:0')
113: ppl=tensor(4.8112, device='cuda:0')
114: ppl=tensor(4.8770, device='cuda:0')
115: ppl=tensor(5.2560, device='cuda:0')
116: ppl=tensor(5.2448, device='cuda:0')
117: ppl=tensor(4.8835, device='cuda:0')
118: ppl=tensor(5.5236, device='cuda:0')
119: ppl=tensor(6.1902, device='cuda:0')
