/home/et/miniconda3/envs/quantization/lib/python3.12/site-packages/transformers/utils/hub.py:124: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.95s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.30s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.40s/it]
trainable params: 32,505,856 || all params: 7,274,237,952 || trainable%: 0.44686269839526965
Map:   0%|          | 0/6725 [00:00<?, ? examples/s]Map:   2%|▏         | 165/6725 [00:00<00:04, 1634.67 examples/s]Map:   5%|▍         | 332/6725 [00:00<00:03, 1646.19 examples/s]Map:   7%|▋         | 499/6725 [00:00<00:03, 1651.37 examples/s]Map:  10%|█         | 674/6725 [00:00<00:03, 1686.73 examples/s]Map:  13%|█▎        | 845/6725 [00:00<00:03, 1692.31 examples/s]Map:  16%|█▌        | 1090/6725 [00:00<00:04, 1307.87 examples/s]Map:  19%|█▊        | 1258/6725 [00:00<00:03, 1398.24 examples/s]Map:  21%|██▏       | 1435/6725 [00:00<00:03, 1490.81 examples/s]Map:  24%|██▍       | 1608/6725 [00:01<00:03, 1554.60 examples/s]Map:  27%|██▋       | 1786/6725 [00:01<00:03, 1614.95 examples/s]Map:  30%|██▉       | 2000/6725 [00:01<00:03, 1289.46 examples/s]Map:  32%|███▏      | 2176/6725 [00:01<00:03, 1394.23 examples/s]Map:  35%|███▍      | 2350/6725 [00:01<00:02, 1476.96 examples/s]Map:  38%|███▊      | 2530/6725 [00:01<00:02, 1559.29 examples/s]Map:  40%|████      | 2720/6725 [00:01<00:02, 1647.36 examples/s]Map:  43%|████▎     | 2898/6725 [00:01<00:02, 1679.73 examples/s]Map:  46%|████▌     | 3085/6725 [00:02<00:02, 1327.52 examples/s]Map:  48%|████▊     | 3254/6725 [00:02<00:02, 1409.76 examples/s]Map:  51%|█████     | 3421/6725 [00:02<00:02, 1472.63 examples/s]Map:  53%|█████▎    | 3591/6725 [00:02<00:02, 1529.69 examples/s]Map:  56%|█████▌    | 3756/6725 [00:02<00:01, 1559.35 examples/s]Map:  58%|█████▊    | 3931/6725 [00:02<00:01, 1609.21 examples/s]Map:  62%|██████▏   | 4165/6725 [00:02<00:01, 1283.95 examples/s]Map:  64%|██████▍   | 4334/6725 [00:02<00:01, 1374.26 examples/s]Map:  67%|██████▋   | 4500/6725 [00:03<00:01, 1442.27 examples/s]Map:  69%|██████▉   | 4673/6725 [00:03<00:01, 1513.04 examples/s]Map:  72%|███████▏  | 4847/6725 [00:03<00:01, 1572.33 examples/s]Map:  76%|███████▌  | 5087/6725 [00:03<00:01, 1285.89 examples/s]Map:  78%|███████▊  | 5265/6725 [00:03<00:01, 1391.78 examples/s]Map:  81%|████████  | 5438/6725 [00:03<00:00, 1472.06 examples/s]Map:  83%|████████▎ | 5608/6725 [00:03<00:00, 1526.40 examples/s]Map:  86%|████████▌ | 5783/6725 [00:03<00:00, 1582.16 examples/s]Map:  89%|████████▊ | 5953/6725 [00:03<00:00, 1611.83 examples/s]Map:  92%|█████████▏| 6175/6725 [00:04<00:00, 1296.69 examples/s]Map:  94%|█████████▍| 6351/6725 [00:04<00:00, 1400.36 examples/s]Map:  97%|█████████▋| 6516/6725 [00:04<00:00, 1459.31 examples/s]Map: 100%|█████████▉| 6696/6725 [00:04<00:00, 1544.69 examples/s]Map: 100%|██████████| 6725/6725 [00:04<00:00, 1451.33 examples/s]
Map:   0%|          | 0/748 [00:00<?, ? examples/s]Map:  23%|██▎       | 172/748 [00:00<00:00, 1692.46 examples/s]Map:  46%|████▌     | 345/748 [00:00<00:00, 1706.73 examples/s]Map:  70%|██████▉   | 522/748 [00:00<00:00, 1728.90 examples/s]Map:  93%|█████████▎| 699/748 [00:00<00:00, 1739.52 examples/s]Map: 100%|██████████| 748/748 [00:00<00:00, 1455.14 examples/s]
/home/et/miniconda3/envs/quantization/lib/python3.12/site-packages/accelerate/accelerator.py:436: FutureWarning: Passing the following arguments to `Accelerator` is deprecated and will be removed in version 1.0 of Accelerate: dict_keys(['dispatch_batches', 'split_batches', 'even_batches', 'use_seedable_sampler']). Please pass an `accelerate.DataLoaderConfiguration` instead: 
{'loss': 3.5694, 'grad_norm': 18.5, 'learning_rate': 9.090909090909091e-06, 'epoch': 0.01}
{'loss': 3.5585, 'grad_norm': 18.875, 'learning_rate': 1.3636363636363637e-05, 'epoch': 0.01}
{'loss': 3.4202, 'grad_norm': 18.5, 'learning_rate': 1.8181818181818182e-05, 'epoch': 0.02}
{'loss': 3.4565, 'grad_norm': 19.0, 'learning_rate': 2.272727272727273e-05, 'epoch': 0.02}
{'loss': 3.3527, 'grad_norm': 20.875, 'learning_rate': 2.7272727272727273e-05, 'epoch': 0.03}
{'loss': 2.5551, 'grad_norm': 18.625, 'learning_rate': 3.181818181818182e-05, 'epoch': 0.03}
{'loss': 1.8331, 'grad_norm': 17.0, 'learning_rate': 3.6363636363636364e-05, 'epoch': 0.04}
{'loss': 1.1384, 'grad_norm': 12.75, 'learning_rate': 4.0909090909090915e-05, 'epoch': 0.04}
{'loss': 0.6335, 'grad_norm': 5.25, 'learning_rate': 4.545454545454546e-05, 'epoch': 0.05}
{'loss': 0.5381, 'grad_norm': 1.015625, 'learning_rate': 5e-05, 'epoch': 0.05}
{'loss': 0.5143, 'grad_norm': 0.255859375, 'learning_rate': 4.999688473794144e-05, 'epoch': 0.06}
{'loss': 0.5306, 'grad_norm': 0.455078125, 'learning_rate': 4.998753972815435e-05, 'epoch': 0.06}
{'loss': 0.5092, 'grad_norm': 0.81640625, 'learning_rate': 4.997196729961109e-05, 'epoch': 0.07}
{'loss': 0.479, 'grad_norm': 0.232421875, 'learning_rate': 4.9950171333287335e-05, 'epoch': 0.07}
{'loss': 0.5233, 'grad_norm': 0.2158203125, 'learning_rate': 4.992215726119484e-05, 'epoch': 0.08}
{'loss': 0.4771, 'grad_norm': 0.2197265625, 'learning_rate': 4.9887932065027656e-05, 'epoch': 0.08}
{'loss': 0.4765, 'grad_norm': 0.220703125, 'learning_rate': 4.98475042744222e-05, 'epoch': 0.09}
{'loss': 0.5412, 'grad_norm': 0.2255859375, 'learning_rate': 4.9800883964831445e-05, 'epoch': 0.09}
{'loss': 0.4774, 'grad_norm': 0.22265625, 'learning_rate': 4.9748082755013934e-05, 'epoch': 0.1}
{'loss': 0.4412, 'grad_norm': 0.2158203125, 'learning_rate': 4.96891138041381e-05, 'epoch': 0.1}
{'loss': 0.4798, 'grad_norm': 0.201171875, 'learning_rate': 4.962399180850277e-05, 'epoch': 0.1}
{'loss': 0.4539, 'grad_norm': 0.1865234375, 'learning_rate': 4.955273299787451e-05, 'epoch': 0.11}
{'loss': 0.4566, 'grad_norm': 0.1904296875, 'learning_rate': 4.947535513144287e-05, 'epoch': 0.11}
{'loss': 0.4026, 'grad_norm': 0.18359375, 'learning_rate': 4.939187749339435e-05, 'epoch': 0.12}
{'loss': 0.391, 'grad_norm': 0.1845703125, 'learning_rate': 4.930232088810642e-05, 'epoch': 0.12}
{'loss': 0.4925, 'grad_norm': 0.181640625, 'learning_rate': 4.920670763496268e-05, 'epoch': 0.13}
{'loss': 0.4563, 'grad_norm': 0.1796875, 'learning_rate': 4.910506156279029e-05, 'epoch': 0.13}
{'loss': 0.4213, 'grad_norm': 0.1865234375, 'learning_rate': 4.899740800392143e-05, 'epoch': 0.14}
{'loss': 0.4631, 'grad_norm': 0.171875, 'learning_rate': 4.8883773787879873e-05, 'epoch': 0.14}
{'loss': 0.4046, 'grad_norm': 0.1494140625, 'learning_rate': 4.8764187234694575e-05, 'epoch': 0.15}
{'loss': 0.4132, 'grad_norm': 0.166015625, 'learning_rate': 4.863867814784168e-05, 'epoch': 0.15}
{'loss': 0.4127, 'grad_norm': 0.1494140625, 'learning_rate': 4.850727780681689e-05, 'epoch': 0.16}
{'loss': 0.407, 'grad_norm': 0.1337890625, 'learning_rate': 4.837001895933996e-05, 'epoch': 0.16}
{'loss': 0.3506, 'grad_norm': 0.1474609375, 'learning_rate': 4.822693581319326e-05, 'epoch': 0.17}
{'loss': 0.3625, 'grad_norm': 0.1669921875, 'learning_rate': 4.8078064027696525e-05, 'epoch': 0.17}
{'loss': 0.3645, 'grad_norm': 0.1611328125, 'learning_rate': 4.792344070481972e-05, 'epoch': 0.18}
{'loss': 0.3461, 'grad_norm': 0.150390625, 'learning_rate': 4.7763104379936555e-05, 'epoch': 0.18}
{'loss': 0.3804, 'grad_norm': 0.146484375, 'learning_rate': 4.75970950122206e-05, 'epoch': 0.19}
{'loss': 0.3906, 'grad_norm': 0.1416015625, 'learning_rate': 4.742545397468659e-05, 'epoch': 0.19}
{'loss': 0.3797, 'grad_norm': 0.1396484375, 'learning_rate': 4.724822404387951e-05, 'epoch': 0.2}
{'loss': 0.3873, 'grad_norm': 0.13671875, 'learning_rate': 4.706544938921368e-05, 'epoch': 0.2}
{'loss': 0.3773, 'grad_norm': 0.154296875, 'learning_rate': 4.6877175561964846e-05, 'epoch': 0.2}
{'loss': 0.3451, 'grad_norm': 0.1533203125, 'learning_rate': 4.6683449483917866e-05, 'epoch': 0.21}
{'loss': 0.4, 'grad_norm': 0.1474609375, 'learning_rate': 4.64843194356728e-05, 'epoch': 0.21}
{'loss': 0.3902, 'grad_norm': 0.1376953125, 'learning_rate': 4.627983504461237e-05, 'epoch': 0.22}
{'loss': 0.3186, 'grad_norm': 0.10986328125, 'learning_rate': 4.6070047272533765e-05, 'epoch': 0.22}
{'loss': 0.3337, 'grad_norm': 0.11962890625, 'learning_rate': 4.585500840294794e-05, 'epoch': 0.23}
{'loss': 0.3243, 'grad_norm': 0.115234375, 'learning_rate': 4.563477202804941e-05, 'epoch': 0.23}
{'loss': 0.3436, 'grad_norm': 0.1279296875, 'learning_rate': 4.540939303535998e-05, 'epoch': 0.24}
{'loss': 0.3602, 'grad_norm': 0.1240234375, 'learning_rate': 4.517892759404963e-05, 'epoch': 0.24}
{'loss': 0.3475, 'grad_norm': 0.1162109375, 'learning_rate': 4.4943433140937986e-05, 'epoch': 0.25}
{'loss': 0.3434, 'grad_norm': 0.1162109375, 'learning_rate': 4.470296836617981e-05, 'epoch': 0.25}
{'loss': 0.3316, 'grad_norm': 0.119140625, 'learning_rate': 4.4457593198638246e-05, 'epoch': 0.26}
{'loss': 0.3487, 'grad_norm': 0.11083984375, 'learning_rate': 4.420736879094927e-05, 'epoch': 0.26}
{'loss': 0.3633, 'grad_norm': 0.11376953125, 'learning_rate': 4.395235750428114e-05, 'epoch': 0.27}
{'loss': 0.352, 'grad_norm': 0.125, 'learning_rate': 4.369262289279273e-05, 'epoch': 0.27}
{'loss': 0.3553, 'grad_norm': 0.107421875, 'learning_rate': 4.342822968779448e-05, 'epoch': 0.28}
{'loss': 0.3382, 'grad_norm': 0.09765625, 'learning_rate': 4.3159243781615986e-05, 'epoch': 0.28}
{'loss': 0.3307, 'grad_norm': 0.1064453125, 'learning_rate': 4.288573221118428e-05, 'epoch': 0.29}
{'loss': 0.3153, 'grad_norm': 0.0986328125, 'learning_rate': 4.260776314131681e-05, 'epoch': 0.29}
{'loss': 0.3463, 'grad_norm': 0.1123046875, 'learning_rate': 4.2325405847733294e-05, 'epoch': 0.29}
{'loss': 0.3366, 'grad_norm': 0.10400390625, 'learning_rate': 4.203873069979085e-05, 'epoch': 0.3}
{'loss': 0.3263, 'grad_norm': 0.09375, 'learning_rate': 4.174780914294638e-05, 'epoch': 0.3}
{'loss': 0.3149, 'grad_norm': 0.09521484375, 'learning_rate': 4.145271368095094e-05, 'epoch': 0.31}
{'loss': 0.3033, 'grad_norm': 0.0849609375, 'learning_rate': 4.115351785778024e-05, 'epoch': 0.31}
{'loss': 0.3193, 'grad_norm': 0.0947265625, 'learning_rate': 4.085029623930597e-05, 'epoch': 0.32}
